audio,text,ruby_text
VOICEACTRESS100_067.wav,デッドキーは、タイプライターや、コンピュータのキーボードにおける、特殊な装飾キーである。,デッドキーは、タイプライターや、コンピュータのキーボードにおける、<ruby>特殊<rt>とくしゅ</rt></ruby>な<ruby>装飾<rt>そーしょく</rt></ruby>キーである。
VOICEACTRESS100_068.wav,シャンシャン馬は、鵜戸神宮へ参拝する、新婚夫婦が乗っていた馬のこと。,シャンシャン<ruby>馬<rt>うま</rt></ruby>は、<ruby>鵜戸<rt>うど</rt></ruby><ruby>神宮<rt>じんぐー</rt></ruby>へ<ruby>参拝<rt>さんぱい</rt></ruby>する、<ruby>新婚<rt>しんこん</rt></ruby><ruby>夫婦<rt>ふーふ</rt></ruby>が<ruby>乗っ<rt>のっ</rt></ruby>ていた<ruby>馬<rt>うま</rt></ruby>のこと。
VOICEACTRESS100_069.wav,ブルーリッジ山脈の源流から、リッチモンドまで、多くの早瀬や淵が、釣りや急流くだりを楽しませてくれる。,ブルーリッジ<ruby>山脈<rt>さんみゃく</rt></ruby>の<ruby>源流<rt>げんりゅー</rt></ruby>から、リッチモンドまで、<ruby>多く<rt>おーく</rt></ruby>の<ruby>早瀬<rt>はやせ</rt></ruby>や<ruby>淵<rt>ふち</rt></ruby>が、<ruby>釣り<rt>つり</rt></ruby>や<ruby>急流<rt>きゅーりゅー</rt></ruby>くだりを<ruby>楽しま<rt>たのしま</rt></ruby>せてくれる。
VOICEACTRESS100_070.wav,ボーハンは、イーストマンら、ギャングのスピークイージーの上がりから、賄賂を取っていたとも噂された。,ボーハンは、イーストマンら、ギャングのスピークイージーの<ruby>上がり<rt>あがり</rt></ruby>から、<ruby>賄賂<rt>わいろ</rt></ruby>を<ruby>取っ<rt>とっ</rt></ruby>ていたとも<ruby>噂<rt>うわさ</rt></ruby>された。
VOICEACTRESS100_071.wav,ペンシルベニア州、フィラデルフィアの郊外、ウィンレッドのレンキナウ病院で生まれた。,ペンシルベニア<ruby>州<rt>しゅー</rt></ruby>、フィラデルフィアの<ruby>郊外<rt>こーがい</rt></ruby>、ウィンレッドのレンキナウ<ruby>病院<rt>びょーいん</rt></ruby>で<ruby>生まれ<rt>うまれ</rt></ruby>た。
VOICEACTRESS100_072.wav,ブラッグは、ビューエル軍よりも、劣勢だったために、この機会を生かすことを躊躇した。,ブラッグは、ビューエル<ruby>軍<rt>ぐん</rt></ruby>よりも、<ruby>劣勢<rt>れっせー</rt></ruby>だったために、この<ruby>機会<rt>きかい</rt></ruby>を<ruby>生かす<rt>いかす</rt></ruby>ことを<ruby>躊躇<rt>ちゅーちょ</rt></ruby>した。
VOICEACTRESS100_073.wav,上院議員として、バーンウェルは、カリフォルニア州の、連邦加入に賛成した。,<ruby>上院<rt>じょーいん</rt></ruby><ruby>議員<rt>ぎいん</rt></ruby>として、バーンウェルは、カリフォルニア<ruby>州<rt>しゅー</rt></ruby>の、<ruby>連邦<rt>れんぽー</rt></ruby><ruby>加入<rt>かにゅー</rt></ruby>に<ruby>賛成<rt>さんせー</rt></ruby>した。
VOICEACTRESS100_074.wav,レジェンドシリーズをベースに、ヨーフリー機構を備えた、ビューカメラ。,レジェンドシリーズをベースに、ヨーフリー<ruby>機構<rt>きこー</rt></ruby>を<ruby>備え<rt>そなえ</rt></ruby>た、ビューカメラ。
VOICEACTRESS100_075.wav,楽曲のセンターポジションは、エーケービーフォーティーエイトの、高橋みなみが務めた。,<ruby>楽曲<rt>がっきょく</rt></ruby>のセンターポジションは、エーケービーフォーティーエイトの、<ruby>高橋<rt>たかはし</rt></ruby>みなみが<ruby>務め<rt>つとめ</rt></ruby>た。
VOICEACTRESS100_076.wav,ディオニューソスの、寵愛を受ける、オイネウス王と、妃、アルタイアーの間に、カリュドーンの王女として、生を受けた。,ディオニューソスの、<ruby>寵愛<rt>ちょーあい</rt></ruby>を<ruby>受ける<rt>うける</rt></ruby>、オイネウス<ruby>王<rt>おー</rt></ruby>と、<ruby>妃<rt>ひ</rt></ruby>、アルタイアーの<ruby>間<rt>あいだ</rt></ruby>に、カリュドーンの<ruby>王女<rt>おーじょ</rt></ruby>として、<ruby>生<rt>なま</rt></ruby>を<ruby>受け<rt>うけ</rt></ruby>た。
VOICEACTRESS100_077.wav,大西洋上の、巡航高度から、動力なしで、地上へ滑空飛行し、緊急着陸に成功した。,<ruby>大西<rt>たいせー</rt></ruby><ruby>洋上<rt>よーじょー</rt></ruby>の、<ruby>巡航<rt>じゅんこー</rt></ruby><ruby>高度<rt>こーど</rt></ruby>から、<ruby>動力<rt>どーりょく</rt></ruby>なしで、<ruby>地上<rt>ちじょー</rt></ruby>へ<ruby>滑空<rt>かっくー</rt></ruby><ruby>飛行<rt>ひこー</rt></ruby>し、<ruby>緊急<rt>きんきゅー</rt></ruby><ruby>着陸<rt>ちゃくりく</rt></ruby>に<ruby>成功<rt>せーこー</rt></ruby>した。
VOICEACTRESS100_078.wav,表現行列の指標表を、分子の対称性を表す、点群の指標表を用いて、既約表現へ分解する。,<ruby>表現<rt>ひょーげん</rt></ruby><ruby>行列<rt>ぎょーれつ</rt></ruby>の<ruby>指標<rt>しひょー</rt></ruby><ruby>表<rt>ひょー</rt></ruby>を、<ruby>分子<rt>ぶんし</rt></ruby>の<ruby>対称<rt>たいしょー</rt></ruby><ruby>性<rt>せー</rt></ruby>を<ruby>表す<rt>あらわす</rt></ruby>、<ruby>点<rt>てん</rt></ruby><ruby>群<rt>ぐん</rt></ruby>の<ruby>指標<rt>しひょー</rt></ruby><ruby>表<rt>ひょー</rt></ruby>を<ruby>用い<rt>もちー</rt></ruby>て、<ruby>既約<rt>きやく</rt></ruby><ruby>表現<rt>ひょーげん</rt></ruby>へ<ruby>分解<rt>ぶんかい</rt></ruby>する。
VOICEACTRESS100_079.wav,大洋漁業オーナーの、中部謙吉の命を受けて、プロ野球球団の、大洋ホエールズに関わる。,<ruby>大洋<rt>たいよー</rt></ruby><ruby>漁業<rt>ぎょぎょー</rt></ruby>オーナーの、<ruby>中部<rt>なかべ</rt></ruby><ruby>謙吉<rt>けんきち</rt></ruby>の<ruby>命<rt>いのち</rt></ruby>を<ruby>受け<rt>うけ</rt></ruby>て、プロ<ruby>野球<rt>やきゅー</rt></ruby><ruby>球団<rt>きゅーだん</rt></ruby>の、<ruby>大洋<rt>たいよー</rt></ruby>ホエールズに<ruby>関わる<rt>かかわる</rt></ruby>。
VOICEACTRESS100_080.wav,かすかに聞こえてくる1931年版の讃美歌が、次第に大きくなっていく。,かすかに<ruby>聞こえ<rt>きこえ</rt></ruby>てくる1931<ruby>年<rt>ねん</rt></ruby><ruby>版<rt>ばん</rt></ruby>の<ruby>讃美<rt>さんび</rt></ruby><ruby>歌<rt>か</rt></ruby>が、<ruby>次第<rt>しだい</rt></ruby>に<ruby>大きく<rt>おーきく</rt></ruby>なっていく。
VOICEACTRESS100_081.wav,モーイーデーン岩壁地域の上部は、プラーサートプラウィハーン寺院遺跡へ繋がる、タイ側参道に続いている。,モーイーデーン<ruby>岩壁<rt>がんぺき</rt></ruby><ruby>地域<rt>ちいき</rt></ruby>の<ruby>上部<rt>じょーぶ</rt></ruby>は、プラーサートプラウィハーン<ruby>寺院<rt>じいん</rt></ruby><ruby>遺跡<rt>いせき</rt></ruby>へ<ruby>繋がる<rt>つながる</rt></ruby>、タイ<ruby>側<rt>がわ</rt></ruby><ruby>参道<rt>さんどー</rt></ruby>に<ruby>続い<rt>つずい</rt></ruby>ている。
VOICEACTRESS100_082.wav,カーミラ星と呼ばれている惑星から、宇宙船に乗って、地球に侵入した宇宙人。,カーミラ<ruby>星<rt>せー</rt></ruby>と<ruby>呼ば<rt>よば</rt></ruby>れている<ruby>惑星<rt>わくせー</rt></ruby>から、<ruby>宇宙<rt>うちゅー</rt></ruby><ruby>船<rt>せん</rt></ruby>に<ruby>乗っ<rt>のっ</rt></ruby>て、<ruby>地球<rt>ちきゅー</rt></ruby>に<ruby>侵入<rt>しんにゅー</rt></ruby>した<ruby>宇宙<rt>うちゅー</rt></ruby><ruby>人<rt>にん</rt></ruby>。
VOICEACTRESS100_083.wav,ドッガーバンクは、タラやニシンの漁獲量が多い、重要な、漁場である。,ドッガーバンクは、タラやニシンの<ruby>漁獲<rt>ぎょかく</rt></ruby><ruby>量<rt>りょー</rt></ruby>が<ruby>多い<rt>おーい</rt></ruby>、<ruby>重要<rt>じゅーよー</rt></ruby>な、<ruby>漁場<rt>ぎょば</rt></ruby>である。
VOICEACTRESS100_084.wav,少年時代は、ロシア帝国、チェルニーヒウ県、プルィルークィ郡、トロスチャヌィーツャ村で過ごした。,<ruby>少年<rt>しょーねん</rt></ruby><ruby>時代<rt>じだい</rt></ruby>は、ロシア<ruby>帝国<rt>てーこく</rt></ruby>、チェルニーヒウ<ruby>県<rt>けん</rt></ruby>、プルィルークィ<ruby>郡<rt>ぐん</rt></ruby>、トロスチャヌィーツャ<ruby>村<rt>むら</rt></ruby>で<ruby>過ごし<rt>すごし</rt></ruby>た。
VOICEACTRESS100_085.wav,遺灰のほとんどは、スウェーデン西海岸の、ブーヒュースレーン地方の小島にある漁村、フヤルバッカ周辺の海に、散骨された。,<ruby>遺灰<rt>いかい</rt></ruby>のほとんどは、スウェーデン<ruby>西<rt>にし</rt></ruby><ruby>海岸<rt>かいがん</rt></ruby>の、ブーヒュースレーン<ruby>地方<rt>ちほー</rt></ruby>の<ruby>小島<rt>こじま</rt></ruby>にある<ruby>漁村<rt>ぎょそん</rt></ruby>、フヤルバッカ<ruby>周辺<rt>しゅーへん</rt></ruby>の<ruby>海<rt>うみ</rt></ruby>に、<ruby>散骨<rt>さんこつ</rt></ruby>された。
VOICEACTRESS100_086.wav,国境を越えて、列車は、改良された在来線に沿って、アーヘン中央駅に向かう。,<ruby>国境<rt>こっきょー</rt></ruby>を<ruby>越え<rt>こえ</rt></ruby>て、<ruby>列車<rt>れっしゃ</rt></ruby>は、<ruby>改良<rt>かいりょー</rt></ruby>された<ruby>在来<rt>ざいらい</rt></ruby><ruby>線<rt>せん</rt></ruby>に<ruby>沿っ<rt>そっ</rt></ruby>て、アーヘン<ruby>中央<rt>ちゅーおー</rt></ruby><ruby>駅<rt>えき</rt></ruby>に<ruby>向かう<rt>むかう</rt></ruby>。
VOICEACTRESS100_087.wav,福岡ダイエーホークスではなく、長距離砲の補強を目指していた、大阪近鉄バファローズから、オファーを受けて入団。,<ruby>福岡<rt>ふくおか</rt></ruby>ダイエーホークスではなく、<ruby>長<rt>ちょー</rt></ruby><ruby>距離<rt>きょり</rt></ruby><ruby>砲<rt>ほー</rt></ruby>の<ruby>補強<rt>ほきょー</rt></ruby>を<ruby>目指し<rt>めざし</rt></ruby>ていた、<ruby>大阪<rt>おーさか</rt></ruby><ruby>近鉄<rt>きんてつ</rt></ruby>バファローズから、オファーを<ruby>受け<rt>うけ</rt></ruby>て<ruby>入団<rt>にゅーだん</rt></ruby>。
VOICEACTRESS100_088.wav,そこには、百ドル札と、アメリカに来いという、短いメッセージだけだった。,そこには、<ruby>百<rt>ひゃく</rt></ruby>ドル<ruby>札<rt>さつ</rt></ruby>と、アメリカに<ruby>来い<rt>こい</rt></ruby>という、<ruby>短い<rt>みじかい</rt></ruby>メッセージだけだった。
VOICEACTRESS100_089.wav,現在は、バッハをモチーフとした、ハープシコードの作曲家として、記憶されている。,<ruby>現在<rt>げんざい</rt></ruby>は、バッハをモチーフとした、ハープシコードの<ruby>作曲<rt>さっきょく</rt></ruby><ruby>家<rt>か</rt></ruby>として、<ruby>記憶<rt>きおく</rt></ruby>されている。
VOICEACTRESS100_090.wav,戦闘服は、両腕を露出し、両脚が、アンダースーツで覆われている。,<ruby>戦闘<rt>せんとー</rt></ruby><ruby>服<rt>ふく</rt></ruby>は、<ruby>両腕<rt>りょーうで</rt></ruby>を<ruby>露出<rt>ろしゅつ</rt></ruby>し、<ruby>両脚<rt>りょーあし</rt></ruby>が、アンダースーツで<ruby>覆わ<rt>おーわ</rt></ruby>れている。
VOICEACTRESS100_091.wav,同母姉に、スウェーデン王妃、ジョゼフィーヌがいる。,<ruby>同母<rt>どーぼ</rt></ruby><ruby>姉<rt>あね</rt></ruby>に、スウェーデン<ruby>王妃<rt>おーひ</rt></ruby>、ジョゼフィーヌがいる。
VOICEACTRESS100_092.wav,紫外線は、表面エネルギーの、小さいポリマーを接着する際の、前処理に利用される。,<ruby>紫外<rt>しがい</rt></ruby><ruby>線<rt>せん</rt></ruby>は、<ruby>表面<rt>ひょーめん</rt></ruby>エネルギーの、<ruby>小さい<rt>ちーさい</rt></ruby>ポリマーを<ruby>接着<rt>せっちゃく</rt></ruby>する<ruby>際<rt>さい</rt></ruby>の、<ruby>前<rt>ぜん</rt></ruby><ruby>処理<rt>しょり</rt></ruby>に<ruby>利用<rt>りよー</rt></ruby>される。
VOICEACTRESS100_093.wav,自身のページで、メッセージや、公開コメントを通して、レビューを投稿したユーザーと、コミュニケーションを取ることが可能である。,<ruby>自身<rt>じしん</rt></ruby>のページで、メッセージや、<ruby>公開<rt>こーかい</rt></ruby>コメントを<ruby>通し<rt>とーし</rt></ruby>て、レビューを<ruby>投稿<rt>とーこー</rt></ruby>したユーザーと、コミュニケーションを<ruby>取る<rt>とる</rt></ruby>ことが<ruby>可能<rt>かのー</rt></ruby>である。
VOICEACTRESS100_094.wav,若き日の反逆ゆえに、宇宙の中央を追放されて、惑星、地球にやってきた主人公、ベルゼバブが、宇宙船カルナークのなかで、孫に語る壮大な物語。,<ruby>若き<rt>わかき</rt></ruby><ruby>日<rt>ひ</rt></ruby>の<ruby>反逆<rt>はんぎゃく</rt></ruby>ゆえに、<ruby>宇宙<rt>うちゅー</rt></ruby>の<ruby>中央<rt>ちゅーおー</rt></ruby>を<ruby>追放<rt>ついほー</rt></ruby>されて、<ruby>惑星<rt>わくせー</rt></ruby>、<ruby>地球<rt>ちきゅー</rt></ruby>にやってきた<ruby>主人<rt>しゅじん</rt></ruby><ruby>公<rt>こー</rt></ruby>、ベルゼバブが、<ruby>宇宙<rt>うちゅー</rt></ruby><ruby>船<rt>せん</rt></ruby>カルナークのなかで、<ruby>孫<rt>まご</rt></ruby>に<ruby>語る<rt>かたる</rt></ruby><ruby>壮大<rt>そーだい</rt></ruby>な<ruby>物語<rt>ものがたり</rt></ruby>。
VOICEACTRESS100_095.wav,ジャガーとは対照的に、ボディービルダーを髣髴とさせる、マッチョな体育会系の外見が特徴。,ジャガーとは<ruby>対照<rt>たいしょー</rt></ruby><ruby>的<rt>てき</rt></ruby>に、ボディービルダーを<ruby>髣髴<rt>ほーふつ</rt></ruby>とさせる、マッチョな<ruby>体育<rt>たいいく</rt></ruby><ruby>会<rt>かい</rt></ruby><ruby>系<rt>けー</rt></ruby>の<ruby>外見<rt>がいけん</rt></ruby>が<ruby>特徴<rt>とくちょー</rt></ruby>。
VOICEACTRESS100_096.wav,ペンシルベニア州、ピッツバーグの、アレゲーニー高校を卒業し、カリフォルニア大学、バークレー校に入学。,ペンシルベニア<ruby>州<rt>しゅー</rt></ruby>、ピッツバーグの、アレゲーニー<ruby>高校<rt>こーこー</rt></ruby>を<ruby>卒業<rt>そつぎょー</rt></ruby>し、カリフォルニア<ruby>大学<rt>だいがく</rt></ruby>、バークレー<ruby>校<rt>こー</rt></ruby>に<ruby>入学<rt>にゅーがく</rt></ruby>。
VOICEACTRESS100_097.wav,この概念の導入によって、様々なバリエーションの、流体のコンピューターシミュレーションが、高い精度で可能となった。,この<ruby>概念<rt>がいねん</rt></ruby>の<ruby>導入<rt>どーにゅー</rt></ruby>によって、<ruby>様々<rt>さまざま</rt></ruby>なバリエーションの、<ruby>流体<rt>りゅーたい</rt></ruby>のコンピューターシミュレーションが、<ruby>高い<rt>たかい</rt></ruby><ruby>精度<rt>せーど</rt></ruby>で<ruby>可能<rt>かのー</rt></ruby>となった。
VOICEACTRESS100_098.wav,乾ドックに入渠して、オーバーホールすべきかどうか、パフォーマンスがチェックされた。,<ruby>乾<rt>かん</rt></ruby>ドックに<ruby>入渠<rt>にゅーきょ</rt></ruby>して、オーバーホールすべきかどうか、パフォーマンスがチェックされた。
VOICEACTRESS100_099.wav,デビューウェイトは、スーパーバンタム級ではなく、フェザー級だった。,デビューウェイトは、スーパーバンタム<ruby>級<rt>きゅー</rt></ruby>ではなく、フェザー<ruby>級<rt>きゅー</rt></ruby>だった。
VOICEACTRESS100_100.wav,アーリーは、降雨の中を、南のバージニア州、ウィンチェスター近くの、フィッシャーズヒルまで、軍を退いた。,アーリーは、<ruby>降雨<rt>こーう</rt></ruby>の<ruby>中<rt>なか</rt></ruby>を、<ruby>南<rt>みなみ</rt></ruby>のバージニア<ruby>州<rt>しゅー</rt></ruby>、ウィンチェスター<ruby>近く<rt>ちかく</rt></ruby>の、フィッシャーズヒルまで、<ruby>軍<rt>ぐん</rt></ruby>を<ruby>退い<rt>しりぞい</rt></ruby>た。
VOICEACTRESS100_101.wav,ざっと見積もって、その仕事は、二週間かかるだろう。,ざっと<ruby>見積もっ<rt>みつもっ</rt></ruby>て、その<ruby>仕事<rt>しごと</rt></ruby>は、<ruby>二<rt>に</rt></ruby><ruby>週間<rt>しゅーかん</rt></ruby>かかるだろう。
VOICEACTRESS100_102.wav,昼食のため、１２時から１時まで、１時間の休みがある。,<ruby>昼食<rt>ちゅーしょく</rt></ruby>のため、１２<ruby>時<rt>じ</rt></ruby>から１<ruby>時<rt>じ</rt></ruby>まで、１<ruby>時間<rt>じかん</rt></ruby>の<ruby>休み<rt>やすみ</rt></ruby>がある。
VOICEACTRESS100_103.wav,車中には、少なくとも５人の乗客がいました。,<ruby>車中<rt>しゃちゅー</rt></ruby>には、<ruby>少なく<rt>すくなく</rt></ruby>とも５<ruby>人<rt>にん</rt></ruby>の<ruby>乗客<rt>じょーきゃく</rt></ruby>がいました。
VOICEACTRESS100_104.wav,増加する需要に応じるため、アメリカから、牛肉を追加する計画だ。,<ruby>増加<rt>ぞーか</rt></ruby>する<ruby>需要<rt>じゅよー</rt></ruby>に<ruby>応じる<rt>おーじる</rt></ruby>ため、アメリカから、<ruby>牛肉<rt>ぎゅーにく</rt></ruby>を<ruby>追加<rt>ついか</rt></ruby>する<ruby>計画<rt>けーかく</rt></ruby>だ。
VOICEACTRESS100_105.wav,車両は欠陥が無いか、最低３ヶ月に１回、検査される。,<ruby>車両<rt>しゃりょー</rt></ruby>は<ruby>欠陥<rt>けっかん</rt></ruby>が<ruby>無い<rt>ない</rt></ruby>か、<ruby>最低<rt>さいてー</rt></ruby>３<ruby>ヶ月<rt>かげつ</rt></ruby>に１<ruby>回<rt>かい</rt></ruby>、<ruby>検査<rt>けんさ</rt></ruby>される。
VOICEACTRESS100_106.wav,汝自身に真実であれ、汝自ら他人に偽りなきごとく。,<ruby>汝<rt>なんじ</rt></ruby><ruby>自身<rt>じしん</rt></ruby>に<ruby>真実<rt>しんじつ</rt></ruby>であれ、<ruby>汝<rt>なんじ</rt></ruby><ruby>自ら<rt>みずから</rt></ruby><ruby>他人<rt>たにん</rt></ruby>に<ruby>偽り<rt>いつわり</rt></ruby>なきごとく。
VOICEACTRESS100_107.wav,興ざめの人も、よく知るようになると、かならずしも、不快ではない。,<ruby>興ざめ<rt>きょーざめ</rt></ruby>の<ruby>人<rt>ひと</rt></ruby>も、よく<ruby>知る<rt>しる</rt></ruby>ようになると、かならずしも、<ruby>不快<rt>ふかい</rt></ruby>ではない。
VOICEACTRESS100_108.wav,間断ない物価上昇の結果、社会不安が起こるかもしれない。,<ruby>間断<rt>かんだん</rt></ruby>ない<ruby>物価<rt>ぶっか</rt></ruby><ruby>上昇<rt>じょーしょー</rt></ruby>の<ruby>結果<rt>けっか</rt></ruby>、<ruby>社会<rt>しゃかい</rt></ruby><ruby>不安<rt>ふあん</rt></ruby>が<ruby>起こる<rt>おこる</rt></ruby>かもしれない。
VOICEACTRESS100_109.wav,袋は、とうもろこしではちきれそうだった。,<ruby>袋<rt>ふくろ</rt></ruby>は、とうもろこしではちきれそうだった。
VOICEACTRESS100_110.wav,にやりと笑って、賛成の意思を示した。,にやりと<ruby>笑っ<rt>わらっ</rt></ruby>て、<ruby>賛成<rt>さんせー</rt></ruby>の<ruby>意思<rt>いし</rt></ruby>を<ruby>示し<rt>しめし</rt></ruby>た。
VOICEACTRESS100_111.wav,最後の手段としては、いつでも職を辞められると、彼は考えた。,<ruby>最後<rt>さいご</rt></ruby>の<ruby>手段<rt>しゅだん</rt></ruby>としては、いつでも<ruby>職<rt>しょく</rt></ruby>を<ruby>辞め<rt>やめ</rt></ruby>られると、<ruby>彼<rt>かれ</rt></ruby>は<ruby>考え<rt>かんがえ</rt></ruby>た。
VOICEACTRESS100_112.wav,にわとりが、食べ物をさがしていました。,にわとりが、<ruby>食べ物<rt>たべもの</rt></ruby>をさがしていました。
VOICEACTRESS100_113.wav,全く偶然に、私は、昔の友人と、空港で出会った。,<ruby>全く<rt>まったく</rt></ruby><ruby>偶然<rt>ぐーぜん</rt></ruby>に、<ruby>私<rt>わたくし</rt></ruby>は、<ruby>昔<rt>むかし</rt></ruby>の<ruby>友人<rt>ゆーじん</rt></ruby>と、<ruby>空港<rt>くーこー</rt></ruby>で<ruby>出会っ<rt>であっ</rt></ruby>た。
VOICEACTRESS100_114.wav,３年というは、長い時間だと私は思う。,３<ruby>年<rt>ねん</rt></ruby>というは、<ruby>長い<rt>ながい</rt></ruby><ruby>時間<rt>じかん</rt></ruby>だと<ruby>私<rt>わたくし</rt></ruby>は<ruby>思う<rt>おもう</rt></ruby>。
VOICEACTRESS100_115.wav,にんにくを、用心して食べればためになる。,にんにくを、<ruby>用心<rt>よーじん</rt></ruby>して<ruby>食べれ<rt>たべれ</rt></ruby>ばためになる。
VOICEACTRESS100_116.wav,冬場に暖かい格好をしていないと、結局、ひどい風邪をひく羽目になる。,<ruby>冬場<rt>ふゆば</rt></ruby>に<ruby>暖かい<rt>あたたかい</rt></ruby><ruby>格好<rt>かっこー</rt></ruby>をしていないと、<ruby>結局<rt>けっきょく</rt></ruby>、ひどい<ruby>風邪<rt>かぜ</rt></ruby>をひく<ruby>羽目<rt>はめ</rt></ruby>になる。
VOICEACTRESS100_117.wav,趣味は、日常生活の苦労を忘れさせてくれる。,<ruby>趣味<rt>しゅみ</rt></ruby>は、<ruby>日常<rt>にちじょー</rt></ruby><ruby>生活<rt>せーかつ</rt></ruby>の<ruby>苦労<rt>くろー</rt></ruby>を<ruby>忘れ<rt>わすれ</rt></ruby>させてくれる。
VOICEACTRESS100_118.wav,教師は、生徒が試験でカンニングをしているのを見つけた。,<ruby>教師<rt>きょーし</rt></ruby>は、<ruby>生徒<rt>せーと</rt></ruby>が<ruby>試験<rt>しけん</rt></ruby>でカンニングをしているのを<ruby>見つけ<rt>みつけ</rt></ruby>た。
VOICEACTRESS100_119.wav,手帳にお名前を書いていただけませんか。,<ruby>手帳<rt>てちょー</rt></ruby>にお<ruby>名前<rt>なまえ</rt></ruby>を<ruby>書い<rt>かい</rt></ruby>ていただけませんか。
VOICEACTRESS100_120.wav,校長は、卒業生一人一人と握手をした。,<ruby>校長<rt>こーちょー</rt></ruby>は、<ruby>卒業<rt>そつぎょー</rt></ruby><ruby>生<rt>せー</rt></ruby><ruby>一人一人<rt>ひとりひとり</rt></ruby>と<ruby>握手<rt>あくしゅ</rt></ruby>をした。
VOICEACTRESS100_121.wav,山田君は、自分のボスに対する怒りを、抑えようと努めた。,<ruby>山田<rt>やまだ</rt></ruby><ruby>君<rt>くん</rt></ruby>は、<ruby>自分<rt>じぶん</rt></ruby>のボスに<ruby>対する<rt>たいする</rt></ruby><ruby>怒り<rt>いかり</rt></ruby>を、<ruby>抑えよう<rt>おさえよー</rt></ruby>と<ruby>努め<rt>つとめ</rt></ruby>た。
VOICEACTRESS100_122.wav,鉛筆は、１ダース単位で売られている。,<ruby>鉛筆<rt>えんぴつ</rt></ruby>は、１ダース<ruby>単位<rt>たんい</rt></ruby>で<ruby>売ら<rt>うら</rt></ruby>れている。
VOICEACTRESS100_123.wav,戦いは、強い者が勝つとはかぎらない。,<ruby>戦い<rt>たたかい</rt></ruby>は、<ruby>強い<rt>つよい</rt></ruby><ruby>者<rt>もの</rt></ruby>が<ruby>勝つ<rt>かつ</rt></ruby>とはかぎらない。
VOICEACTRESS100_124.wav,一本の高い木が、水面に長い影を映している。,<ruby>一<rt>いち</rt></ruby><ruby>本<rt>ぽん</rt></ruby>の<ruby>高い<rt>たかい</rt></ruby><ruby>木<rt>き</rt></ruby>が、<ruby>水面<rt>すいめん</rt></ruby>に<ruby>長い<rt>ながい</rt></ruby><ruby>影<rt>かげ</rt></ruby>を<ruby>映し<rt>うつし</rt></ruby>ている。
VOICEACTRESS100_125.wav,予算は不正確で、しかも、非、現実的に思える。,<ruby>予算<rt>よさん</rt></ruby>は<ruby>不<rt>ふ</rt></ruby><ruby>正確<rt>せーかく</rt></ruby>で、しかも、<ruby>非<rt>ひ</rt></ruby>、<ruby>現実<rt>げんじつ</rt></ruby><ruby>的<rt>てき</rt></ruby>に<ruby>思える<rt>おもえる</rt></ruby>。
VOICEACTRESS100_126.wav,今、私はフルートに夢中になってきている。,<ruby>今<rt>いま</rt></ruby>、<ruby>私<rt>わたくし</rt></ruby>はフルートに<ruby>夢中<rt>むちゅー</rt></ruby>になってきている。
VOICEACTRESS100_127.wav,係長が急に辞めてしまったので、私がその穴を埋めなければならなくなった。,<ruby>係長<rt>かかりちょー</rt></ruby>が<ruby>急<rt>きゅー</rt></ruby>に<ruby>辞め<rt>やめ</rt></ruby>てしまったので、<ruby>私<rt>わたくし</rt></ruby>がその<ruby>穴<rt>あな</rt></ruby>を<ruby>埋め<rt>うめ</rt></ruby>なければならなくなった。
VOICEACTRESS100_128.wav,係員が頷いたので、彼女は小切手を書き、それを手渡した。,<ruby>係員<rt>かかりいん</rt></ruby>が<ruby>頷い<rt>うなずい</rt></ruby>たので、<ruby>彼女<rt>かのじょ</rt></ruby>は<ruby>小切手<rt>こぎって</rt></ruby>を<ruby>書き<rt>かき</rt></ruby>、それを<ruby>手渡し<rt>てわたし</rt></ruby>た。
VOICEACTRESS100_129.wav,祭司は、人々を道徳的に高めようとした。,<ruby>祭司<rt>さいし</rt></ruby>は、<ruby>人々<rt>ひとびと</rt></ruby>を<ruby>道徳<rt>どーとく</rt></ruby><ruby>的<rt>てき</rt></ruby>に<ruby>高めよう<rt>たかめよー</rt></ruby>とした。
VOICEACTRESS100_130.wav,砲撃は、ますます激しくなってきたので、私たち、走って地下室に降りていったのよ。,<ruby>砲撃<rt>ほーげき</rt></ruby>は、ますます<ruby>激しく<rt>はげしく</rt></ruby>なってきたので、<ruby>私<rt>わたくし</rt></ruby>たち、<ruby>走っ<rt>はしっ</rt></ruby>て<ruby>地下<rt>ちか</rt></ruby><ruby>室<rt>しつ</rt></ruby>に<ruby>降り<rt>おり</rt></ruby>ていったのよ。
VOICEACTRESS100_131.wav,今、１人の女の人が入っていきましたよ。,<ruby>今<rt>いま</rt></ruby>、<ruby>１人<rt>ひとり</rt></ruby>の<ruby>女<rt>おんな</rt></ruby>の<ruby>人<rt>ひと</rt></ruby>が<ruby>入っ<rt>はいっ</rt></ruby>ていきましたよ。
VOICEACTRESS100_132.wav,足を水につけて、よごれを落としなさい。,<ruby>足<rt>あし</rt></ruby>を<ruby>水<rt>みず</rt></ruby>につけて、よごれを<ruby>落とし<rt>おとし</rt></ruby>なさい。
